URL,Version,Status,OIDs,Name,Title,Description,Used
https://fhir.ee/CodeSystem/sagedus-ajas,1.0.0,draft,,Sagedus_CS,Sagedus ajas,"No actual CS in terminology server. Sageduse mõõtühikud UCUM notatsioonis",
